borough,neighborhood,listing_count,month,real_avg_occupancy_rate,neighborhood_seasonality_amplitude_weight,SIMULATED_price_seasonal_index,data_type
Manhattan,Harlem,470,Oct,0.3943,0.5855,1.1093,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Harlem,470,Nov,0.3211,0.5855,1.0631,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Harlem,470,Dec,0.3734,0.5855,1.1149,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Jan,0.2225,0.6157,0.8359,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Feb,0.2097,0.6157,0.824,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Mar,0.271,0.6157,0.9325,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Apr,0.3265,0.6157,0.9962,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,May,0.3454,0.6157,1.0528,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Jun,0.5983,0.6157,1.0313,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Jul,0.6761,0.6157,0.9449,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Aug,0.4239,0.6157,0.926,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Sep,0.3562,0.6157,1.1543,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Oct,0.3572,0.6157,1.1149,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Nov,0.269,0.6157,1.0663,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Hell's Kitchen,463,Dec,0.2637,0.6157,1.1208,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Jan,0.391,0.558,0.8513,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Feb,0.381,0.558,0.8405,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Mar,0.3842,0.558,0.9388,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Apr,0.3636,0.558,0.9965,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,May,0.3636,0.558,1.0479,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Jun,0.6212,0.558,1.0283,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Jul,0.6285,0.558,0.9501,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Aug,0.4985,0.558,0.933,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Sep,0.4485,0.558,1.1398,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Oct,0.4663,0.558,1.1041,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Nov,0.4364,0.558,1.0601,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Inwood,33,Dec,0.4663,0.558,1.1095,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Jan,0.1337,0.7176,0.8088,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Feb,0.1192,0.7176,0.7949,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Mar,0.1523,0.7176,0.9213,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Apr,0.2206,0.7176,0.9955,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,May,0.248,0.7176,1.0616,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Jun,0.5879,0.7176,1.0364,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Jul,0.7518,0.7176,0.9358,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Aug,0.3149,0.7176,0.9138,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Sep,0.233,0.7176,1.1798,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Oct,0.178,0.7176,1.1339,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Nov,0.1175,0.7176,1.0773,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Kips Bay,118,Dec,0.1389,0.7176,1.1408,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Jan,0.2828,0.585,0.8441,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Feb,0.2789,0.585,0.8328,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Mar,0.3198,0.585,0.9359,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Apr,0.3404,0.585,0.9964,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,May,0.3356,0.585,1.0502,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Jun,0.6064,0.585,1.0297,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Jul,0.5779,0.585,0.9477,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Aug,0.3336,0.585,0.9297,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Sep,0.3177,0.585,1.1466,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Oct,0.3432,0.585,1.1091,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Nov,0.3206,0.585,1.063,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Little Italy,47,Dec,0.337,0.585,1.1148,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Jan,0.3065,0.5628,0.85,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Feb,0.2827,0.5628,0.8392,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Mar,0.365,0.5628,0.9383,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Apr,0.4065,0.5628,0.9965,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,May,0.4055,0.5628,1.0483,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Jun,0.5724,0.5628,1.0286,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Jul,0.4937,0.5628,0.9497,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Aug,0.3036,0.5628,0.9324,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Sep,0.371,0.5628,1.141,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Oct,0.3777,0.5628,1.105,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Nov,0.3395,0.5628,1.0606,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Lower East Side,168,Dec,0.3433,0.5628,1.1104,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Jan,0.3333,0.7153,0.8094,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Feb,0.3333,0.7153,0.7956,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Mar,0.5591,0.7153,0.9216,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Apr,0.6667,0.7153,0.9956,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,May,0.6667,0.7153,1.0614,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Jun,0.8556,0.7153,1.0363,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Jul,0.6667,0.7153,0.936,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Aug,0.4731,0.7153,0.9141,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Sep,0.0,0.7153,1.1792,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Oct,0.0,0.7153,1.1335,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Nov,0.0,0.7153,1.077,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Marble Hill,3,Dec,0.2258,0.7153,1.1404,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Jan,0.2922,0.5824,0.8448,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Feb,0.2925,0.5824,0.8336,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Mar,0.3463,0.5824,0.9362,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Apr,0.4326,0.5824,0.9964,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,May,0.4447,0.5824,1.05,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Jun,0.586,0.5824,1.0296,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Jul,0.5085,0.5824,0.9479,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Aug,0.3157,0.5824,0.93,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Sep,0.3247,0.5824,1.1459,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Oct,0.2959,0.5824,1.1087,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Nov,0.2161,0.5824,1.0627,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Midtown,600,Dec,0.378,0.5824,1.1143,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Jan,0.2348,0.6101,0.8374,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Feb,0.2778,0.6101,0.8256,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Mar,0.3315,0.6101,0.9331,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Apr,0.3889,0.6101,0.9962,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,May,0.3889,0.6101,1.0524,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Jun,0.6537,0.6101,1.031,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Jul,0.6989,0.6101,0.9454,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Aug,0.2294,0.6101,0.9267,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Sep,0.3648,0.6101,1.1529,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Oct,0.4212,0.6101,1.1138,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Nov,0.3426,0.6101,1.0657,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Morningside Heights,18,Dec,0.3154,0.6101,1.1197,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Jan,0.1334,0.6788,0.8191,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Feb,0.125,0.6788,0.806,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Mar,0.1929,0.6788,0.9256,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Apr,0.2311,0.6788,0.9958,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,May,0.2649,0.6788,1.0582,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Jun,0.5766,0.6788,1.0345,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Jul,0.723,0.6788,0.9393,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Aug,0.2928,0.6788,0.9185,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Sep,0.259,0.6788,1.1701,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Oct,0.2699,0.6788,1.1267,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Nov,0.1853,0.6788,1.0731,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Murray Hill,104,Dec,0.2156,0.6788,1.1332,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Jan,0.2473,0.6272,0.8329,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Feb,0.3333,0.6272,0.8208,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Mar,0.3333,0.6272,0.9312,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Apr,0.3333,0.6272,0.9961,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,May,0.3817,0.6272,1.0538,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Jun,0.6611,0.6272,1.0318,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Jul,0.957,0.6272,0.9439,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Aug,0.7366,0.6272,0.9247,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Sep,0.7278,0.6272,1.1572,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Oct,0.7957,0.6272,1.117,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Nov,0.6222,0.6272,1.0676,SIMULATED_PROOF_OF_CONCEPT
Manhattan,NoHo,6,Dec,0.328,0.6272,1.1231,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Jan,0.2859,0.6039,0.8391,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Feb,0.263,0.6039,0.8274,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Mar,0.2881,0.6039,0.9338,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Apr,0.2955,0.6039,0.9963,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,May,0.2859,0.6039,1.0518,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Jun,0.5356,0.6039,1.0306,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Jul,0.6364,0.6039,0.946,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Aug,0.3241,0.6039,0.9275,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Sep,0.5545,0.6039,1.1513,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Oct,0.6686,0.6039,1.1127,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Nov,0.5083,0.6039,1.065,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Nolita,44,Dec,0.3952,0.6039,1.1185,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Jan,0.6323,0.6063,0.8384,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Feb,0.6,0.6063,0.8267,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Mar,0.6,0.6063,0.9335,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Apr,0.6,0.6063,0.9962,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,May,0.6,0.6063,1.052,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Jun,0.69,0.6063,1.0308,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Jul,0.6903,0.6063,0.9458,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Aug,0.4226,0.6063,0.9272,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Sep,0.2667,0.6063,1.1519,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Oct,0.2097,0.6063,1.1131,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Nov,0.2033,0.6063,1.0653,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Roosevelt Island,10,Dec,0.4355,0.6063,1.119,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Jan,0.315,0.5752,0.8467,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Feb,0.3304,0.5752,0.8356,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Mar,0.374,0.5752,0.937,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Apr,0.4177,0.5752,0.9964,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,May,0.4708,0.5752,1.0494,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Jun,0.6271,0.5752,1.0292,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Jul,0.5222,0.5752,0.9485,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Aug,0.2818,0.5752,0.9309,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Sep,0.3495,0.5752,1.1441,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Oct,0.3831,0.5752,1.1073,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Nov,0.2745,0.5752,1.062,SIMULATED_PROOF_OF_CONCEPT
Manhattan,SoHo,64,Dec,0.4073,0.5752,1.1129,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Jan,0.0,0.7795,0.7923,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Feb,0.0,0.7795,0.7772,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Mar,0.0,0.7795,0.9146,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Apr,0.0,0.7795,0.9952,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,May,0.0,0.7795,1.0669,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Jun,0.5667,0.7795,1.0396,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Jul,0.8871,0.7795,0.9303,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Aug,0.7419,0.7795,0.9064,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Sep,0.4583,0.7795,1.1953,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Oct,0.5,0.7795,1.1455,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Nov,0.5,0.7795,1.084,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Stuyvesant Town,4,Dec,0.3629,0.7795,1.153,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Jan,0.3026,0.6107,0.8372,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Feb,0.362,0.6107,0.8255,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Mar,0.424,0.6107,0.9331,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Apr,0.4706,0.6107,0.9962,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,May,0.488,0.6107,1.0524,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Jun,0.5579,0.6107,1.031,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Jul,0.3535,0.6107,0.9454,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Aug,0.1905,0.6107,0.9266,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Sep,0.2234,0.6107,1.153,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Oct,0.1802,0.6107,1.114,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Nov,0.1949,0.6107,1.0658,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Theater District,118,Dec,0.2756,0.6107,1.1198,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Jan,0.2273,0.612,0.8369,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Feb,0.3295,0.612,0.8251,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Mar,0.3798,0.612,0.9329,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Apr,0.4515,0.612,0.9962,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,May,0.5,0.612,1.0525,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Jun,0.6864,0.612,1.0311,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Jul,0.5249,0.612,0.9453,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Aug,0.3328,0.612,0.9265,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Sep,0.2106,0.612,1.1533,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Oct,0.2537,0.612,1.1142,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Nov,0.247,0.612,1.0659,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Tribeca,22,Dec,0.3138,0.612,1.1201,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Jan,0.6,0.5941,0.8417,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Feb,0.6,0.5941,0.8302,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Mar,0.6,0.5941,0.9349,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Apr,0.6,0.5941,0.9963,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,May,0.6,0.5941,1.051,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Jun,0.72,0.5941,1.0302,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Jul,0.9935,0.5941,0.9469,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Aug,0.4322,0.5941,0.9286,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Sep,0.2,0.5941,1.1489,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Oct,0.4,0.5941,1.1109,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Nov,0.6,0.5941,1.064,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Two Bridges,5,Dec,0.6065,0.5941,1.1166,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Jan,0.1256,0.6979,0.814,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Feb,0.1128,0.6979,0.8006,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Mar,0.1402,0.6979,0.9235,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Apr,0.166,0.6979,0.9957,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,May,0.1629,0.6979,1.0599,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Jun,0.5206,0.6979,1.0354,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Jul,0.6471,0.6979,0.9376,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Aug,0.319,0.6979,0.9162,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Sep,0.2472,0.6979,1.1749,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Oct,0.2035,0.6979,1.1302,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Nov,0.152,0.6979,1.0752,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper East Side,409,Dec,0.1663,0.6979,1.137,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Jan,0.1967,0.6187,0.8351,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Feb,0.196,0.6187,0.8232,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Mar,0.2684,0.6187,0.9322,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Apr,0.3073,0.6187,0.9962,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,May,0.3359,0.6187,1.0531,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Jun,0.5875,0.6187,1.0314,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Jul,0.6708,0.6187,0.9447,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Aug,0.3977,0.6187,0.9257,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Sep,0.3624,0.6187,1.155,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Oct,0.3445,0.6187,1.1154,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Nov,0.2745,0.6187,1.0666,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Upper West Side,336,Dec,0.2725,0.6187,1.1214,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Jan,0.2188,0.6016,0.8397,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Feb,0.2311,0.6016,0.8281,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Mar,0.3253,0.6016,0.9341,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Apr,0.4118,0.6016,0.9963,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,May,0.4118,0.6016,1.0516,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Jun,0.5972,0.6016,1.0305,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Jul,0.5744,0.6016,0.9462,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Aug,0.3676,0.6016,0.9277,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Sep,0.3196,0.6016,1.1507,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Oct,0.3033,0.6016,1.1123,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Nov,0.2529,0.6016,1.0648,SIMULATED_PROOF_OF_CONCEPT
Manhattan,Washington Heights,119,Dec,0.2554,0.6016,1.1181,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Jan,0.2801,0.5868,0.8436,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Feb,0.2654,0.5868,0.8323,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Mar,0.3644,0.5868,0.9357,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Apr,0.403,0.5868,0.9964,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,May,0.4241,0.5868,1.0503,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Jun,0.6606,0.5868,1.0298,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Jul,0.7155,0.5868,0.9475,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Aug,0.4186,0.5868,0.9295,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Sep,0.5087,0.5868,1.147,SIMULATED_PROOF_OF_CONCEPT
Manhattan,West Village,88,Oct,0.5484,0.5868,1.1095,SIMULATED_PROOF_OF_CONCEPT
