listing_id,host_tier_x,market_segment_x,cohort_key,match_method,n_peers,n_high_performers,peer_support_score,my_occupancy_days,peer_high_occupancy_days,occupancy_gap_days,missing_amenities_vs_peers,n_missing_amenities,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier_y,market_segment_y,actual_price_usd,predicted_fair_price_usd,prediction_sd_usd,prediction_uncertainty_pct,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal,overall_recommendation_confidence
866020391538719699,Small-Multi,short_stay,Brooklyn | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,276,183,100.0,255.0,255.0,0.0,refrigerator; air_conditioning; shampoo; self_check_in,4,Charming  Double Room in VictorianTown House,https://www.airbnb.com/rooms/866020391538719699,Brooklyn,Flatbush,Private room,Private room in home,Small-Multi,short_stay,125.67,210.0,58.01,0.2762,53.3,Low,-84.33,-0.4016,Below model benchmark (review price),69.6
866028568381589241,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,122,100.0,60.0,219.7,159.7,hangers; bed_linens; dishes_and_silverware; microwave; refrigerator; cooking_basics; heating,7,Luxury One bedroom  - Floor to Ceiling Windows,https://www.airbnb.com/rooms/866028568381589241,Manhattan,Theater District,Entire home/apt,Entire rental unit,Individual,monthly,337.4,221.98,52.38,0.236,34.1,Low,115.42,0.52,Above model benchmark (review price),57.2
866505935950430131,Individual,short_stay,Brooklyn | Entire home/apt | large | short_stay | Individual,host_tier_exact_cohort,68,49,100.0,205.0,255.0,50.0,wifi; fire_extinguisher,2,New Stylish Hideaway!,https://www.airbnb.com/rooms/866505935950430131,Brooklyn,Canarsie,Entire home/apt,Entire home,Individual,short_stay,720.0,441.53,123.07,0.2787,45.8,Low,278.47,0.6307,Above model benchmark (review price),64.8
866518628279065718,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,183,100.0,180.0,159.6,-20.4,self_check_in,1,UES Spacious 2BR (30 days MIN),https://www.airbnb.com/rooms/866518628279065718,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,198.16,241.68,53.63,0.2219,86.2,High,-43.52,-0.1801,Below model benchmark (review price),91.0
866773461643841206,Individual,short_stay,Brooklyn | Private room | medium | short_stay | Individual,host_tier_exact_cohort,34,19,80.8,255.0,255.0,0.0,bed_linens; refrigerator; cooking_basics; dedicated_workspace; shampoo; fire_extinguisher,6,Two bedrooms in Sunset City Dreams Apt.,https://www.airbnb.com/rooms/866773461643841206,Brooklyn,Sunset Park,Private room,Private room in rental unit,Individual,short_stay,231.0,232.22,64.26,0.2767,51.5,Low,-1.22,-0.0053,Within 10% of model benchmark,61.8
866859234391760001,Individual,short_stay,Queens | Private room | small | short_stay | Individual,host_tier_exact_cohort,215,133,100.0,141.0,255.0,114.0,(none),0,*South Ozone Park Gem* 5 mins from JFK Airport,https://www.airbnb.com/rooms/866859234391760001,Queens,South Ozone Park,Private room,Private room in rental unit,Individual,short_stay,309.0,266.06,74.78,0.281,42.4,Low,42.94,0.1614,Above model benchmark (review price),62.6
866931048866229926,Mid-Multi,monthly,Brooklyn | Private room | medium | monthly,base_exact_cohort,27,14,64.4,120.0,132.9,12.9,air_conditioning; heating,2,"1 Twin & 1 Full bed, 50"" TV, Low Cleaning Fee!",https://www.airbnb.com/rooms/866931048866229926,Brooklyn,Coney Island,Private room,Private room in rental unit,Mid-Multi,monthly,65.63,83.0,20.87,0.2515,24.0,Low,-17.37,-0.2092,Below model benchmark (review price),38.1
874892322289038312,Mid-Multi,monthly,Bronx | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,29,13,74.8,60.0,225.0,165.0,fire_extinguisher,1,"(7) Newly Renovated Room, House Haven",https://www.airbnb.com/rooms/874892322289038312,Bronx,Williamsbridge,Private room,Private room in home,Mid-Multi,monthly,43.51,56.7,14.21,0.2507,24.4,Low,-13.19,-0.2326,Below model benchmark (review price),42.0
874974131617764309,Individual,short_stay,Queens | Private room | large | short_stay | Individual,host_tier_exact_cohort,22,13,66.4,255.0,255.0,0.0,air_conditioning; fire_extinguisher,2,The Nest by Reza,https://www.airbnb.com/rooms/874974131617764309,Queens,South Ozone Park,Private room,Private room in home,Individual,short_stay,584.28,566.73,159.33,0.2811,42.2,Low,17.55,0.031,Within 10% of model benchmark,50.7
875223366460944377,Individual,short_stay,Queens | Private room | small | short_stay | Individual,host_tier_exact_cohort,215,132,100.0,255.0,255.0,0.0,(none),0,Guest Suite With Private Parking,https://www.airbnb.com/rooms/875223366460944377,Queens,Sunnyside,Private room,Private room in rental unit,Individual,short_stay,446.0,267.18,75.52,0.2827,39.1,Low,178.82,0.6693,Above model benchmark (review price),60.4
881850516071417144,Small-Multi,monthly,Manhattan | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,175,60,100.0,120.0,213.3,93.4,(none),0,(A)Relax Private 1 bedroom,https://www.airbnb.com/rooms/881850516071417144,Manhattan,Chelsea,Private room,Private room in rental unit,Small-Multi,monthly,127.23,106.49,24.01,0.2255,62.1,Medium,20.74,0.1947,Above model benchmark (review price),75.4
875426090400369943,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,265,100.0,192.0,255.0,63.0,hot_water; cooking_basics; dedicated_workspace; self_check_in,4,"Beautiful, chic, apartment located in Brooklyn",https://www.airbnb.com/rooms/875426090400369943,Brooklyn,East Flatbush,Private room,Private room in rental unit,Individual,short_stay,224.43,218.46,59.52,0.2724,68.2,Medium,5.97,0.0273,Within 10% of model benchmark,79.3
882495408207604385,Small-Multi,monthly,Bronx | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,58,27,100.0,60.0,172.8,112.8,hair_dryer; heating,2,New room in beautiful house,https://www.airbnb.com/rooms/882495408207604385,Bronx,Fordham,Private room,Private room in home,Small-Multi,monthly,40.27,56.21,13.69,0.2436,28.0,Low,-15.94,-0.2835,Below model benchmark (review price),53.2
882596538130551170,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,184,100.0,60.0,159.7,99.7,(none),0,Prime NYC Stay! Kitchen & In unit Laundry,https://www.airbnb.com/rooms/882596538130551170,Manhattan,Hell's Kitchen,Entire home/apt,Entire serviced apartment,Enterprise,monthly,425.35,277.92,66.36,0.2388,31.2,Low,147.43,0.5305,Above model benchmark (review price),55.3
867404878141992486,Individual,monthly,Brooklyn | Private room | small | monthly | Individual,host_tier_exact_cohort,144,56,100.0,60.0,215.8,155.8,carbon_monoxide_alarm; microwave,2,Large Quiet Bedroom in a beautiful flat,https://www.airbnb.com/rooms/867404878141992486,Brooklyn,Greenpoint,Private room,Private room in rental unit,Individual,monthly,91.1,130.6,30.05,0.2301,45.5,Low,-39.5,-0.3025,Below model benchmark (review price),64.6
867406219730555446,Individual,monthly,Manhattan | Private room | small | monthly | Individual,host_tier_exact_cohort,128,57,100.0,60.0,217.1,157.1,hair_dryer; dishes_and_silverware; microwave,3,Room  in heart of NYC  (DM for short stay),https://www.airbnb.com/rooms/867406219730555446,Manhattan,Washington Heights,Private room,Private room in rental unit,Individual,monthly,57.68,83.01,18.88,0.2274,55.2,Medium,-25.33,-0.3052,Below model benchmark (review price),70.9
867508048947886657,Enterprise,short_stay,Manhattan | Entire home/apt | medium | short_stay | Enterprise,host_tier_exact_cohort,70,24,100.0,255.0,255.0,0.0,self_check_in,1,Studio with shower and kitchen (shared toilet),https://www.airbnb.com/rooms/867508048947886657,Manhattan,Gramercy,Entire home/apt,Entire rental unit,Enterprise,short_stay,321.0,331.12,93.1,0.2812,41.8,Low,-10.12,-0.0306,Within 10% of model benchmark,62.2
867959795483328509,Mid-Multi,monthly,Manhattan | Entire home/apt | large | monthly | Mid-Multi,host_tier_exact_cohort,55,26,100.0,60.0,138.5,78.5,hangers; bed_linens; hair_dryer; essentials; dishes_and_silverware; microwave; refrigerator; heating,8,Stunning Newly Renovated large 2BR in Chelsea!,https://www.airbnb.com/rooms/867959795483328509,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Mid-Multi,monthly,337.4,295.2,66.28,0.2245,66.5,Medium,42.2,0.1429,Above model benchmark (review price),78.2
868140173684117848,Mid-Multi,short_stay,Manhattan | Private room | medium | short_stay | Mid-Multi,host_tier_exact_cohort,90,30,100.0,255.0,253.8,-1.2,hangers; bed_linens; hair_dryer; iron; essentials; shampoo; heating; self_check_in,8,Freehand New York - 3 Company,https://www.airbnb.com/rooms/868140173684117848,Manhattan,Kips Bay,Private room,Room in hotel,Mid-Multi,short_stay,255.0,456.87,130.5,0.2856,33.6,Low,-201.87,-0.4419,Below model benchmark (review price),56.8
868216255208611744,Small-Multi,monthly,Brooklyn | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,281,93,100.0,180.0,209.6,29.6,hot_water; hangers; bed_linens; hair_dryer; iron; essentials; microwave; refrigerator; cooking_basics; heating,10,Private 1 BR Queen bed with sitting area,https://www.airbnb.com/rooms/868216255208611744,Brooklyn,Sunset Park,Private room,Private room in rental unit,Small-Multi,monthly,37.04,72.12,16.58,0.2299,45.9,Low,-35.08,-0.4864,Below model benchmark (review price),64.8
868230945039269409,Individual,monthly,Queens | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,83,33,100.0,240.0,212.1,-27.9,bed_linens; iron; essentials; cooking_basics; shampoo; fire_extinguisher,6,Cozy 1BR apartment in Flushing,https://www.airbnb.com/rooms/868230945039269409,Queens,Flushing,Entire home/apt,Entire rental unit,Individual,monthly,108.47,153.2,34.9,0.2278,53.0,Low,-44.73,-0.292,Below model benchmark (review price),69.4
875638047484129213,Mid-Multi,monthly,Manhattan | Entire home/apt | medium | monthly | Mid-Multi,host_tier_exact_cohort,126,65,100.0,120.0,166.4,46.4,dedicated_workspace; air_conditioning,2,4 bedrm apt in the heart of LES,https://www.airbnb.com/rooms/875638047484129213,Manhattan,Chinatown,Entire home/apt,Entire rental unit,Mid-Multi,monthly,267.7,221.49,51.27,0.2315,42.1,Low,46.21,0.2086,Above model benchmark (review price),62.4
875944208628783437,Small-Multi,short_stay,Brooklyn | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,276,184,100.0,77.0,255.0,178.0,refrigerator; shampoo,2,Paradise,https://www.airbnb.com/rooms/875944208628783437,Brooklyn,East New York,Private room,Private room in home,Small-Multi,short_stay,228.5,249.2,68.46,0.2747,60.2,Medium,-20.7,-0.0831,Within 10% of model benchmark,74.1
882800080322962362,Small-Multi,short_stay,Manhattan | Entire home/apt | medium | short_stay | Small-Multi,host_tier_exact_cohort,63,36,100.0,179.0,255.0,76.0,dedicated_workspace; shampoo,2,Cutie Studity. (Studio).,https://www.airbnb.com/rooms/882800080322962362,Manhattan,Washington Heights,Entire home/apt,Entire rental unit,Small-Multi,short_stay,308.2,319.1,89.95,0.2819,40.3,Low,-10.9,-0.0342,Within 10% of model benchmark,61.2
876235231260401337,Mid-Multi,monthly,Brooklyn | Entire home/apt | medium | monthly | Mid-Multi,host_tier_exact_cohort,30,17,76.0,60.0,165.0,105.0,microwave; refrigerator,2,Private Oasis 2-Story Fab home,https://www.airbnb.com/rooms/876235231260401337,Brooklyn,Clinton Hill,Entire home/apt,Entire home,Mid-Multi,monthly,382.74,179.39,42.14,0.2349,35.2,Low,203.35,1.1336,Above model benchmark (review price),49.5
876235378836442155,Mid-Multi,monthly,Brooklyn | Entire home/apt | small | monthly | Mid-Multi,host_tier_exact_cohort,40,18,88.0,120.0,203.3,83.3,microwave,1,Arch designed alcove studio,https://www.airbnb.com/rooms/876235378836442155,Brooklyn,Clinton Hill,Entire home/apt,Entire rental unit,Mid-Multi,monthly,134.6,151.71,35.07,0.2311,43.0,Low,-17.11,-0.1128,Below model benchmark (review price),58.8
876256546845874342,Individual,monthly,Manhattan | Private room | small | monthly | Individual,host_tier_exact_cohort,128,57,100.0,120.0,217.1,97.1,iron,1,Private Room Downtown Manhattan,https://www.airbnb.com/rooms/876256546845874342,Manhattan,Financial District,Private room,Private room in rental unit,Individual,monthly,148.54,178.23,41.83,0.2347,35.5,Low,-29.69,-0.1666,Below model benchmark (review price),58.1
876282504475875674,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,122,100.0,60.0,219.7,159.7,wifi; carbon_monoxide_alarm; iron; refrigerator,4,One of a Kind Duplex,https://www.airbnb.com/rooms/876282504475875674,Manhattan,Harlem,Entire home/apt,Entire rental unit,Individual,monthly,214.17,156.14,34.69,0.2221,83.6,High,58.03,0.3717,Above model benchmark (review price),89.3
876664384815230551,Mid-Multi,short_stay,Queens | Private room | medium | short_stay,base_exact_cohort,49,23,90.8,115.0,255.0,140.0,fire_extinguisher,1,Magdalina’s Suite (2),https://www.airbnb.com/rooms/876664384815230551,Queens,Fresh Meadows,Private room,Private room in home,Mid-Multi,short_stay,673.0,277.52,81.81,0.2948,26.2,Low,395.48,1.425,Above model benchmark (review price),48.8
868766002052094233,Mid-Multi,monthly,Manhattan | Entire home/apt | medium | monthly | Mid-Multi,host_tier_exact_cohort,126,66,100.0,60.0,165.7,105.7,hangers; bed_linens; iron; essentials,4,Terrific Studio by Central Park,https://www.airbnb.com/rooms/868766002052094233,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Mid-Multi,monthly,230.97,241.12,53.81,0.2232,74.3,Medium,-10.15,-0.0421,Within 10% of model benchmark,83.3
868788073943141532,Small-Multi,monthly,Brooklyn | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,281,94,100.0,60.0,209.3,149.3,hangers; bed_linens; hair_dryer; iron; essentials; cooking_basics; dedicated_workspace; heating; fire_extinguisher,9,BK shared apt 1 block from train,https://www.airbnb.com/rooms/868788073943141532,Brooklyn,East Flatbush,Private room,Private room in rental unit,Small-Multi,monthly,51.36,46.34,10.52,0.2271,56.5,Medium,5.02,0.1083,Above model benchmark (review price),71.7
869073628135619552,Mid-Multi,monthly,Brooklyn | Entire home/apt | large | monthly | Mid-Multi,host_tier_exact_cohort,22,22,66.4,60.0,85.2,25.2,(none),0,3 bed duplex close to all,https://www.airbnb.com/rooms/869073628135619552,Brooklyn,Gowanus,Entire home/apt,Entire rental unit,Mid-Multi,monthly,446.35,359.72,83.55,0.2323,40.2,Low,86.63,0.2408,Above model benchmark (review price),49.4
869611205356082975,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,120.0,214.0,94.0,(none),0,Gracious Renovated Ft George 1 Bedroom,https://www.airbnb.com/rooms/869611205356082975,Manhattan,Washington Heights,Entire home/apt,Entire rental unit,Enterprise,monthly,105.62,121.09,27.4,0.2262,58.4,Medium,-15.47,-0.1278,Below model benchmark (review price),73.0
869666016368939884,Enterprise,monthly,Queens | Private room | small | monthly | Enterprise,host_tier_exact_cohort,144,77,100.0,240.0,177.1,-62.9,hair_dryer; dedicated_workspace,2,"Room with toilet in 3BR1.5BA, 9 min M/R Woodhaven",https://www.airbnb.com/rooms/869666016368939884,Queens,Elmhurst,Private room,Private room in rental unit,Enterprise,monthly,63.42,69.88,16.03,0.2294,47.8,Low,-6.46,-0.0925,Within 10% of model benchmark,66.1
869681711796123936,Mid-Multi,monthly,Brooklyn | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,246,137,100.0,120.0,170.3,50.3,bed_linens; dishes_and_silverware; microwave; refrigerator,4,#6 pinkpink  super commodious room,https://www.airbnb.com/rooms/869681711796123936,Brooklyn,Sunset Park,Private room,Private room in home,Mid-Multi,monthly,69.32,70.37,16.32,0.2319,40.9,Low,-1.05,-0.015,Within 10% of model benchmark,61.6
869697696378563569,Enterprise,monthly,Queens | Private room | small | monthly | Enterprise,host_tier_exact_cohort,144,77,100.0,180.0,177.9,-2.1,(none),0,Room in 3BR1.5BA Apt 9 min walk Queens Center,https://www.airbnb.com/rooms/869697696378563569,Queens,Elmhurst,Private room,Private room in rental unit,Enterprise,monthly,53.06,71.81,16.47,0.2294,47.8,Low,-18.75,-0.2611,Below model benchmark (review price),66.1
869720755755708085,Enterprise,monthly,Queens | Private room | small | monthly | Enterprise,host_tier_exact_cohort,144,48,100.0,120.0,214.1,94.1,(none),0,"Room in 3BR/1.5BA Apt 9 mins, M/R Woodhaven Blvd",https://www.airbnb.com/rooms/869720755755708085,Queens,Elmhurst,Private room,Private room in rental unit,Enterprise,monthly,50.07,70.98,16.28,0.2294,47.8,Low,-20.91,-0.2946,Below model benchmark (review price),66.1
882854676538619391,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,264,100.0,255.0,255.0,0.0,(none),0,Private Bath | Elevator | 1 Block NYU Langone,https://www.airbnb.com/rooms/882854676538619391,Brooklyn,Sunset Park,Private room,Private room in condo,Individual,short_stay,155.0,262.73,74.12,0.2821,39.8,Low,-107.73,-0.41,Below model benchmark (review price),60.9
883112096841319366,Small-Multi,short_stay,Queens | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,225,146,100.0,255.0,255.0,0.0,iron; refrigerator; cooking_basics; self_check_in; fire_extinguisher,5,Sunny Bedroom with Full Bath NYC (one guest only),https://www.airbnb.com/rooms/883112096841319366,Queens,Whitestone,Private room,Private room in home,Small-Multi,short_stay,97.0,142.67,43.79,0.3069,22.2,Low,-45.67,-0.3201,Below model benchmark (review price),49.4
883176015603021693,Individual,short_stay,Brooklyn | Shared room | large | short_stay,knn_fallback,30,22,60.0,192.0,255.0,63.0,fire_extinguisher,1,Spacious pad in fire Townhome,https://www.airbnb.com/rooms/883176015603021693,Brooklyn,East New York,Shared room,Shared room in rental unit,Individual,short_stay,485.0,504.97,155.8,0.3085,21.8,Low,-19.97,-0.0395,Within 10% of model benchmark,35.2
876713339623757524,Mid-Multi,short_stay,Queens | Private room | medium | short_stay,base_exact_cohort,49,23,90.8,90.0,255.0,165.0,fire_extinguisher,1,Nelly’s suite (3),https://www.airbnb.com/rooms/876713339623757524,Queens,Fresh Meadows,Private room,Private room in home,Mid-Multi,short_stay,1243.0,316.45,93.29,0.2948,26.2,Low,926.55,2.9279,Above model benchmark (review price),48.8
876799791104516669,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,184,100.0,60.0,159.7,99.7,refrigerator; cooking_basics; air_conditioning; heating,4,Bliss House • Fifth Avenue • Terrace 2-Bed • 6A,https://www.airbnb.com/rooms/876799791104516669,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,769.43,253.36,56.24,0.222,84.5,High,516.07,2.037,Above model benchmark (review price),89.9
886123153961243035,Mid-Multi,monthly,Brooklyn | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,246,138,100.0,60.0,169.9,109.9,air_conditioning; heating; self_check_in,3,"Queen bed, Cozy, 43"" TV, Low Cleaning Fee!",https://www.airbnb.com/rooms/886123153961243035,Brooklyn,Coney Island,Private room,Private room in rental unit,Mid-Multi,monthly,65.63,61.15,15.38,0.2515,24.0,Low,4.48,0.0733,Within 10% of model benchmark,50.6
886123877714493336,Mid-Multi,monthly,Brooklyn | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,246,138,100.0,60.0,169.9,109.9,air_conditioning; heating,2,"2 Twin beds, Cozy, 50"" TV, Low Cleaning Fee!",https://www.airbnb.com/rooms/886123877714493336,Brooklyn,Coney Island,Private room,Private room in rental unit,Mid-Multi,monthly,65.63,68.99,17.35,0.2515,24.0,Low,-3.36,-0.0486,Within 10% of model benchmark,50.6
886123887345983404,Mid-Multi,monthly,Brooklyn | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,246,138,100.0,60.0,169.9,109.9,air_conditioning; heating,2,"2 Twin beds, Cozy, 50"" TV, Low Cleaning Fee!",https://www.airbnb.com/rooms/886123887345983404,Brooklyn,Coney Island,Private room,Private room in rental unit,Mid-Multi,monthly,65.63,66.08,16.62,0.2515,24.0,Low,-0.45,-0.0067,Within 10% of model benchmark,50.6
886124063208895750,Mid-Multi,monthly,Brooklyn | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,246,137,100.0,180.0,169.9,-10.1,air_conditioning; heating,2,"Queen bed, Cozy, Low Cleaning Fee",https://www.airbnb.com/rooms/886124063208895750,Brooklyn,Coney Island,Private room,Private room in rental unit,Mid-Multi,monthly,65.63,69.19,17.4,0.2515,24.0,Low,-3.56,-0.0515,Within 10% of model benchmark,50.6
886132465591212134,Small-Multi,short_stay,Queens | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,225,146,100.0,255.0,255.0,0.0,microwave; refrigerator; shampoo,3,Queen-sized bed in Queens (Woodside to be exact),https://www.airbnb.com/rooms/886132465591212134,Queens,Woodside,Private room,Private room in rental unit,Small-Multi,short_stay,179.0,207.35,59.69,0.2879,31.7,Low,-28.35,-0.1367,Below model benchmark (review price),55.6
886310753075905123,Small-Multi,short_stay,Queens | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,225,146,100.0,255.0,255.0,0.0,cooking_basics; self_check_in; fire_extinguisher,3,Cozy bedroom 10min from Manhattan in a  shared apt,https://www.airbnb.com/rooms/886310753075905123,Queens,Long Island City,Private room,Private room in rental unit,Small-Multi,short_stay,131.24,190.37,52.5,0.2758,55.8,Medium,-59.13,-0.3106,Below model benchmark (review price),71.3
886371912224571589,Individual,monthly,Brooklyn | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,278,125,100.0,60.0,216.4,156.4,hair_dryer; microwave; fire_extinguisher,3,Sunny and quiet apartment in prime Williamsburg,https://www.airbnb.com/rooms/886371912224571589,Brooklyn,Williamsburg,Entire home/apt,Entire rental unit,Individual,monthly,295.0,233.11,51.82,0.2223,82.5,High,61.89,0.2655,Above model benchmark (review price),88.6
886380461999835299,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,184,100.0,60.0,159.7,99.7,air_conditioning; heating,2,48-5RW 1BR Apartment in Midtown West W/D,https://www.airbnb.com/rooms/886380461999835299,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,253.88,211.85,47.1,0.2223,81.1,High,42.03,0.1984,Above model benchmark (review price),87.7
877508466982043920,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,air_conditioning,1,Murray Hill NYC Fully Furnished 1 Bedroom Apt,https://www.airbnb.com/rooms/877508466982043920,Manhattan,Kips Bay,Entire home/apt,Entire rental unit,Enterprise,monthly,290.4,200.77,45.38,0.226,59.8,Medium,89.63,0.4464,Above model benchmark (review price),73.9
886856156430249385,Small-Multi,short_stay,Manhattan | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,230,107,100.0,255.0,255.0,0.0,hot_water; dedicated_workspace,2,Near Times Square | Boutique NYC Stay + Dining,https://www.airbnb.com/rooms/886856156430249385,Manhattan,Hell's Kitchen,Private room,Room in hotel,Small-Multi,short_stay,399.97,421.82,113.87,0.27,77.4,High,-21.85,-0.0518,Within 10% of model benchmark,85.3
886941255592981941,Individual,short_stay,Staten Island | Private room | small | short_stay | Individual,host_tier_exact_cohort,21,11,65.2,255.0,255.0,0.0,kitchen; iron; dedicated_workspace; shampoo,4,Transit Friendly Gem - 1min walk from bus stop,https://www.airbnb.com/rooms/886941255592981941,Staten Island,Bull's Head,Private room,Private room in home,Individual,short_stay,213.4,220.53,70.52,0.3198,20.1,Low,-7.13,-0.0323,Within 10% of model benchmark,35.9
883955753472122104,Small-Multi,short_stay,Brooklyn | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,276,183,100.0,255.0,255.0,0.0,refrigerator; cooking_basics; air_conditioning; fire_extinguisher,4,Elegant & Spacious  En-Suite Bedroom-Private Bath,https://www.airbnb.com/rooms/883955753472122104,Brooklyn,Bedford-Stuyvesant,Private room,Private room in townhouse,Small-Multi,short_stay,309.0,208.98,56.59,0.2708,74.3,Medium,100.02,0.4786,Above model benchmark (review price),83.3
883994021035260373,Small-Multi,monthly,Brooklyn | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,281,93,100.0,180.0,209.6,29.6,bed_linens; microwave; refrigerator; cooking_basics,4,"A Huge, stylish room in Bed-Stuy",https://www.airbnb.com/rooms/883994021035260373,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Small-Multi,monthly,62.14,78.96,17.62,0.2231,74.9,Medium,-16.82,-0.213,Below model benchmark (review price),83.7
884114210754372592,Small-Multi,short_stay,Queens | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,225,146,100.0,255.0,255.0,0.0,wifi; air_conditioning; fire_extinguisher,3,"[Room 2] Private Room + Work Desk, 30 min from JFK",https://www.airbnb.com/rooms/884114210754372592,Queens,Arverne,Private room,Private room in rental unit,Small-Multi,short_stay,136.0,178.46,52.45,0.2939,26.6,Low,-42.46,-0.2379,Below model benchmark (review price),52.3
884120983442669856,Small-Multi,monthly,Manhattan | Entire home/apt | large | monthly | Small-Multi,host_tier_exact_cohort,34,11,80.8,240.0,216.8,-23.2,refrigerator; heating,2,Superb Duplex Penthouse in FIDI,https://www.airbnb.com/rooms/884120983442669856,Manhattan,Financial District,Entire home/apt,Entire loft,Small-Multi,monthly,661.24,662.51,159.52,0.2408,29.3,Low,-1.27,-0.0019,Within 10% of model benchmark,47.3
884182701924143689,Small-Multi,monthly,Brooklyn | Entire home/apt | large | monthly | Small-Multi,host_tier_exact_cohort,113,37,100.0,240.0,210.6,-29.4,shampoo,1,"Modern BK home unit 1, 30Days+",https://www.airbnb.com/rooms/884182701924143689,Brooklyn,Crown Heights,Entire home/apt,Entire home,Small-Multi,monthly,215.34,194.38,44.17,0.2272,56.1,Medium,20.96,0.1078,Above model benchmark (review price),71.5
877621410232403938,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,264,100.0,255.0,255.0,0.0,hair_dryer; microwave; dedicated_workspace,3,Post Modern Room,https://www.airbnb.com/rooms/877621410232403938,Brooklyn,Williamsburg,Private room,Private room in rental unit,Individual,short_stay,197.67,288.28,78.47,0.2722,69.2,Medium,-90.61,-0.3143,Below model benchmark (review price),80.0
892876907569965980,Small-Multi,monthly,Brooklyn | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,281,93,100.0,180.0,209.6,29.6,wifi,1,come share our beautiful Brooklyn duplex,https://www.airbnb.com/rooms/892876907569965980,Brooklyn,Park Slope,Private room,Private room in rental unit,Small-Multi,monthly,154.86,128.49,29.61,0.2304,44.8,Low,26.37,0.2053,Above model benchmark (review price),64.1
887160291832994336,Small-Multi,short_stay,Manhattan | Entire home/apt | medium | short_stay | Small-Multi,host_tier_exact_cohort,63,36,100.0,141.0,255.0,114.0,air_conditioning; self_check_in,2,Comfort on 85th The best of UWS,https://www.airbnb.com/rooms/887160291832994336,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Small-Multi,short_stay,827.0,642.3,175.92,0.2739,63.1,Medium,184.7,0.2876,Above model benchmark (review price),76.0
887698137449826556,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,183,100.0,120.0,159.9,39.9,(none),0,"1BR Central Park, 6 & Q, museums",https://www.airbnb.com/rooms/887698137449826556,Manhattan,East Harlem,Entire home/apt,Entire rental unit,Enterprise,monthly,225.6,158.29,35.56,0.2247,65.5,Medium,67.31,0.4252,Above model benchmark (review price),77.6
