listing_id,listing_name,listing_url,borough,neighborhood,room_type,max_guests,host_tier,segment,split_80_20,cv_fold,actual_price_usd,predicted_fair_price_log_ols_oof_usd,residual_actual_minus_predicted_usd,residual_pct_of_predicted,pricing_signal
2539,11 Min to Manhattan • Prospect Park • Fast WiFi,https://www.airbnb.com/rooms/2539,Brooklyn,Kensington,Private room,2,Small-Multi,Brooklyn | Private room | small,test_20,1,113.97,158.1,-44.13,-0.2791,Below model benchmark
691905182126336286,3 Blocks from Subway① 181st station,https://www.airbnb.com/rooms/691905182126336286,Manhattan,Washington Heights,Private room,1,Enterprise,Manhattan | Private room | small,train_80,4,71.93,85.94,-14.01,-0.1631,Below model benchmark
691912167824183117,5 min from ColumbiaUniversity Irving MedicalCenter,https://www.airbnb.com/rooms/691912167824183117,Manhattan,Washington Heights,Private room,2,Enterprise,Manhattan | Private room | small,train_80,2,46.47,83.69,-37.22,-0.4447,Below model benchmark
692075948348759261,"Enjoy privacy, at Choukri's, near JFK Queens",https://www.airbnb.com/rooms/692075948348759261,Queens,South Ozone Park,Private room,2,Individual,Queens | Private room | small,train_80,4,143.0,150.44,-7.44,-0.0495,Below model benchmark
692125334129380493,C）5 mins walk from the subway.  Safe neighborhood,https://www.airbnb.com/rooms/692125334129380493,Queens,Richmond Hill,Private room,1,Small-Multi,Queens | Private room | small,train_80,3,62.84,111.33,-48.49,-0.4355,Below model benchmark
683832772356785161,Studio apartment in beautiful historic Brownstone,https://www.airbnb.com/rooms/683832772356785161,Bronx,Concourse,Private room,2,Small-Multi,Bronx | Private room | small,train_80,3,205.41,127.71,77.7,0.6084,Above model benchmark
683927980325010111,Modern 2BR 2BA Prime Midtown w/ Elevator & Laundry,https://www.airbnb.com/rooms/683927980325010111,Manhattan,Hell's Kitchen,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,train_80,2,273.9,318.11,-44.21,-0.139,Below model benchmark
673811286668342935,Standard Triple Room in Small Hotel,https://www.airbnb.com/rooms/673811286668342935,Manhattan,East Harlem,Private room,3,Mid-Multi,Manhattan | Private room | medium,train_80,4,225.0,255.43,-30.43,-0.1191,Below model benchmark
673853471795094745,Standard Quadruple Room in Small Hotel,https://www.airbnb.com/rooms/673853471795094745,Manhattan,East Harlem,Private room,4,Mid-Multi,Manhattan | Private room | medium,test_20,1,191.0,278.71,-87.71,-0.3147,Below model benchmark
673865940435507299,Family Room in Small Hotel,https://www.airbnb.com/rooms/673865940435507299,Manhattan,East Harlem,Private room,4,Mid-Multi,Manhattan | Private room | medium,train_80,3,247.0,277.44,-30.44,-0.1097,Below model benchmark
673873192225899360,Family Suite in Small Hotel,https://www.airbnb.com/rooms/673873192225899360,Manhattan,East Harlem,Private room,6,Mid-Multi,Manhattan | Private room | large,train_80,5,259.0,475.64,-216.64,-0.4555,Below model benchmark
673874846826602871,Cozy fully furnished 2BR in the UES (30 DAYS MIN),https://www.airbnb.com/rooms/673874846826602871,Manhattan,Upper East Side,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,test_20,1,183.63,229.79,-46.16,-0.2009,Below model benchmark
673891949409493355,Economy Twin Room in Small Hotel,https://www.airbnb.com/rooms/673891949409493355,Manhattan,East Harlem,Private room,2,Mid-Multi,Manhattan | Private room | small,train_80,3,214.0,242.9,-28.9,-0.119,Below model benchmark
674000890781448536,Solid House 4BD 2BA In-Unit Laundry NYC,https://www.airbnb.com/rooms/674000890781448536,Queens,Flushing,Entire home/apt,10,Mid-Multi,Queens | Entire home/apt | large,train_80,5,280.56,677.16,-396.6,-0.5857,Below model benchmark
674009411610783803,Entire Cozy 1 bedroom private home,https://www.airbnb.com/rooms/674009411610783803,Queens,Ozone Park,Entire home/apt,2,Small-Multi,Queens | Entire home/apt | small,train_80,5,89.1,144.0,-54.9,-0.3813,Below model benchmark
692217645174890864,SoHo View Premier Corner Room in Hotel Comfort,https://www.airbnb.com/rooms/692217645174890864,Manhattan,SoHo,Entire home/apt,5,Mid-Multi,Manhattan | Entire home/apt | large,train_80,5,208.0,450.14,-242.14,-0.5379,Below model benchmark
692252792758522886,4min walk from 168st Subway station,https://www.airbnb.com/rooms/692252792758522886,Manhattan,Washington Heights,Private room,2,Enterprise,Manhattan | Private room | small,train_80,5,43.17,85.63,-42.46,-0.4958,Below model benchmark
692641654304732985,Shirley 4 President @Weeksville Manor,https://www.airbnb.com/rooms/692641654304732985,Brooklyn,Crown Heights,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,5,92.87,94.28,-1.41,-0.015,Below model benchmark
692661894540894730,"Prospect Park HDTV Room, Terrace, Laundry, AC #339",https://www.airbnb.com/rooms/692661894540894730,Brooklyn,Prospect-Lefferts Gardens,Private room,1,Enterprise,Brooklyn | Private room | small,train_80,5,61.77,191.43,-129.66,-0.6773,Below model benchmark
692677180661715061,St James @ Weeks,https://www.airbnb.com/rooms/692677180661715061,Brooklyn,Crown Heights,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,5,74.03,125.7,-51.67,-0.4111,Below model benchmark
674043655320352871,Private Room and Private Bathroom in Brooklyn,https://www.airbnb.com/rooms/674043655320352871,Brooklyn,Crown Heights,Private room,2,Small-Multi,Brooklyn | Private room | small,train_80,3,238.0,144.3,93.7,0.6493,Above model benchmark
692700316570921760,The Henri`@ Weeks,https://www.airbnb.com/rooms/692700316570921760,Brooklyn,Crown Heights,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,5,72.5,151.48,-78.98,-0.5214,Below model benchmark
692726447958336704,The Merchant Marine,https://www.airbnb.com/rooms/692726447958336704,Brooklyn,Crown Heights,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,3,74.07,95.6,-21.53,-0.2252,Below model benchmark
692742708366170176,Sarah's Garnet,https://www.airbnb.com/rooms/692742708366170176,Brooklyn,Crown Heights,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,4,77.4,92.0,-14.6,-0.1587,Below model benchmark
692759176797642090,Susan's Sanctuary,https://www.airbnb.com/rooms/692759176797642090,Brooklyn,Crown Heights,Private room,2,Mid-Multi,Brooklyn | Private room | small,test_20,1,62.7,112.32,-49.62,-0.4418,Below model benchmark
692931991563879774,Newly Renovated Middle Eastern Inspired Furnishing,https://www.airbnb.com/rooms/692931991563879774,Bronx,Van Nest,Entire home/apt,3,Small-Multi,Bronx | Entire home/apt | medium,train_80,2,135.19,128.39,6.8,0.0529,Above model benchmark
692194279143080319,Easy access to Midtown Subway A/C/1,https://www.airbnb.com/rooms/692194279143080319,Manhattan,Washington Heights,Private room,2,Enterprise,Manhattan | Private room | small,test_20,1,49.8,99.92,-50.12,-0.5016,Below model benchmark
699189080597169915,"Lovely 2 Bedroom apt. in the heart of Bed-Stuy, BK",https://www.airbnb.com/rooms/699189080597169915,Brooklyn,Bedford-Stuyvesant,Private room,4,Individual,Brooklyn | Private room | medium,test_20,1,393.95,285.59,108.36,0.3794,Above model benchmark
699287688809132434,3BR+Full-Floor Apt+Near Prospect Park+Easy Transit,https://www.airbnb.com/rooms/699287688809132434,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,5,Mid-Multi,Brooklyn | Entire home/apt | large,train_80,2,362.51,276.64,85.87,0.3104,Above model benchmark
674077986881033952,Best NYC Location - Middle of Manhattan,https://www.airbnb.com/rooms/674077986881033952,Manhattan,Chelsea,Entire home/apt,2,Individual,Manhattan | Entire home/apt | small,train_80,3,336.65,241.23,95.42,0.3956,Above model benchmark
674130162281885492,Bunk Stay in SoHo / Sleeps 4 / Private,https://www.airbnb.com/rooms/674130162281885492,Manhattan,SoHo,Private room,4,Small-Multi,Manhattan | Private room | medium,train_80,3,241.0,397.14,-156.14,-0.3932,Below model benchmark
674132554446836653,Minimal Soho Stay / Little Italy - Private,https://www.airbnb.com/rooms/674132554446836653,Manhattan,Chinatown,Private room,2,Small-Multi,Manhattan | Private room | small,train_80,2,164.0,286.99,-122.99,-0.4286,Below model benchmark
708784876021513580,HUGE RM Manhattan Near Metro & Central Park Walkup,https://www.airbnb.com/rooms/708784876021513580,Manhattan,East Harlem,Private room,2,Individual,Manhattan | Private room | small,test_20,1,147.5,240.6,-93.1,-0.387,Below model benchmark
708808138924351782,"Gigantic Room Inside Manhattan, Central Pk & Metro",https://www.airbnb.com/rooms/708808138924351782,Manhattan,East Harlem,Private room,2,Individual,Manhattan | Private room | small,train_80,2,159.0,197.7,-38.7,-0.1957,Below model benchmark
708883217066615089,Sobeca Soho - Steps to Subway · Heart of Manhattan,https://www.airbnb.com/rooms/708883217066615089,Manhattan,SoHo,Entire home/apt,5,Mid-Multi,Manhattan | Entire home/apt | large,train_80,3,203.0,418.27,-215.27,-0.5147,Below model benchmark
709249784866449499,"A Cozy, Private Room In Central Brooklyn",https://www.airbnb.com/rooms/709249784866449499,Brooklyn,East Flatbush,Private room,2,Individual,Brooklyn | Private room | small,train_80,2,165.5,227.88,-62.38,-0.2737,Below model benchmark
693567361025762253,Renovated Apartment in Bed-Stuy Brownstone!,https://www.airbnb.com/rooms/693567361025762253,Brooklyn,Bedford-Stuyvesant,Private room,2,Individual,Brooklyn | Private room | small,test_20,1,271.5,193.49,78.01,0.4032,Above model benchmark
693681944305880340,Prime Wall Street Stay + Breakfast. Subway Access,https://www.airbnb.com/rooms/693681944305880340,Manhattan,Financial District,Private room,4,Small-Multi,Manhattan | Private room | medium,train_80,3,475.0,339.8,135.2,0.3979,Above model benchmark
693682129068012891,"Spacious, 3-bedroom apartment with back garden",https://www.airbnb.com/rooms/693682129068012891,Brooklyn,Bushwick,Entire home/apt,3,Small-Multi,Brooklyn | Entire home/apt | medium,test_20,1,170.07,273.47,-103.4,-0.3781,Below model benchmark
694085224169979111,Lovely private room in New York,https://www.airbnb.com/rooms/694085224169979111,Manhattan,Harlem,Private room,2,Small-Multi,Manhattan | Private room | small,train_80,4,74.7,173.89,-99.19,-0.5704,Below model benchmark
694230957774889184,"Amazing UES Luxury 2 Bed w/Gym, Pool,Laundry #6187",https://www.airbnb.com/rooms/694230957774889184,Manhattan,Upper East Side,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,test_20,1,407.47,305.59,101.88,0.3334,Above model benchmark
694277163270989131,Room in the center of the Lower East Side,https://www.airbnb.com/rooms/694277163270989131,Manhattan,Lower East Side,Private room,1,Individual,Manhattan | Private room | small,train_80,3,93.83,227.23,-133.4,-0.5871,Below model benchmark
694387559588416753,MALCOLM 2 - BEAUTIFUL PRIVATE BEDROOM IN BEDSTUY,https://www.airbnb.com/rooms/694387559588416753,Brooklyn,Bedford-Stuyvesant,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,3,58.27,125.24,-66.97,-0.5347,Below model benchmark
699498492683663177,Art Deco Contemporary 2BR in Chelsea Elevator Bldg,https://www.airbnb.com/rooms/699498492683663177,Manhattan,Chelsea,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,test_20,1,245.16,380.3,-135.14,-0.3554,Below model benchmark
709322845715748398,Lovely BR in Queens (15 JFK),https://www.airbnb.com/rooms/709322845715748398,Queens,St. Albans,Private room,2,Mid-Multi,Queens | Private room | small,test_20,1,52.73,97.1,-44.37,-0.457,Below model benchmark
700000812390093269,"Large, first floor space, w/king bed, private bath",https://www.airbnb.com/rooms/700000812390093269,Brooklyn,Windsor Terrace,Private room,2,Individual,Brooklyn | Private room | small,train_80,4,342.5,228.49,114.01,0.499,Above model benchmark
700003119167999746,"Welcome Home!  Quiet, Sun Soaked Dream Near All",https://www.airbnb.com/rooms/700003119167999746,Brooklyn,Crown Heights,Entire home/apt,4,Individual,Brooklyn | Entire home/apt | medium,train_80,5,160.2,214.33,-54.13,-0.2526,Below model benchmark
700111269108709591,The Flat NYC - Single Room with Shared Bathroom,https://www.airbnb.com/rooms/700111269108709591,Manhattan,Flatiron District,Private room,1,Mid-Multi,Manhattan | Private room | small,test_20,1,170.0,225.94,-55.94,-0.2476,Below model benchmark
709364398556175620,Comfort Stylish Room (15 mins JFK),https://www.airbnb.com/rooms/709364398556175620,Queens,St. Albans,Private room,2,Mid-Multi,Queens | Private room | small,train_80,4,53.2,117.42,-64.22,-0.5469,Below model benchmark
709391679242227800,SUPER Cozy Brooklyn Home,https://www.airbnb.com/rooms/709391679242227800,Brooklyn,Cypress Hills,Private room,1,Small-Multi,Brooklyn | Private room | small,train_80,2,49.72,110.7,-60.98,-0.5509,Below model benchmark
709533840920714673,Sobeca Two Beds | Full + Single Soho,https://www.airbnb.com/rooms/709533840920714673,Manhattan,Chinatown,Entire home/apt,3,Mid-Multi,Manhattan | Entire home/apt | medium,train_80,2,313.0,293.21,19.79,0.0675,Above model benchmark
700568844878553081,Long Term Studio Upper East Side,https://www.airbnb.com/rooms/700568844878553081,Manhattan,Upper East Side,Entire home/apt,1,Individual,Manhattan | Entire home/apt | small,train_80,4,134.83,226.49,-91.66,-0.4047,Below model benchmark
700586064334508163,Private Zen Garden 1Bed Apt -1 stop from Manhattan,https://www.airbnb.com/rooms/700586064334508163,Brooklyn,Williamsburg,Entire home/apt,4,Small-Multi,Brooklyn | Entire home/apt | medium,train_80,5,196.33,150.97,45.36,0.3005,Above model benchmark
700629595665616550,Zen Garden Penthouse with Private Rooftop Deck,https://www.airbnb.com/rooms/700629595665616550,Brooklyn,Williamsburg,Entire home/apt,4,Small-Multi,Brooklyn | Entire home/apt | medium,train_80,4,237.23,159.88,77.35,0.4838,Above model benchmark
700702850623136200,Full Bed in a Serene Townhouse Bedroom,https://www.airbnb.com/rooms/700702850623136200,Bronx,Longwood,Private room,2,Small-Multi,Bronx | Private room | small,train_80,2,148.5,88.88,59.62,0.6709,Above model benchmark
700819811164895055,Cozy Brooklyn home 2,https://www.airbnb.com/rooms/700819811164895055,Brooklyn,Cypress Hills,Private room,1,Mid-Multi,Brooklyn | Private room | small,test_20,1,44.93,84.96,-40.03,-0.4711,Below model benchmark
700888293266225258,Serene Soho - Tribeca Stay Hotel Comfort,https://www.airbnb.com/rooms/700888293266225258,Manhattan,SoHo,Entire home/apt,5,Mid-Multi,Manhattan | Entire home/apt | large,train_80,2,138.0,391.66,-253.66,-0.6477,Below model benchmark
700893842468034810,Sobeca Soho· Central NYC · Near Subway & Landmarks,https://www.airbnb.com/rooms/700893842468034810,Manhattan,Chinatown,Private room,5,Mid-Multi,Manhattan | Private room | large,test_20,1,148.0,362.05,-214.05,-0.5912,Below model benchmark
710185881341802225,"Sunny Hideaway, 15 mins to Manhattan",https://www.airbnb.com/rooms/710185881341802225,Queens,Astoria,Entire home/apt,4,Individual,Queens | Entire home/apt | medium,train_80,4,357.0,297.03,59.97,0.2019,Above model benchmark
700962934143319603,cOzy room,https://www.airbnb.com/rooms/700962934143319603,Manhattan,East Harlem,Private room,2,Individual,Manhattan | Private room | small,test_20,1,256.2,282.37,-26.17,-0.0927,Below model benchmark
701279449329328106,Full size private bedroom!,https://www.airbnb.com/rooms/701279449329328106,Brooklyn,Crown Heights,Private room,2,Small-Multi,Brooklyn | Private room | small,train_80,3,102.0,96.18,5.82,0.0605,Above model benchmark
701343273401697008,The Ideal XII • Vibe 8672,https://www.airbnb.com/rooms/701343273401697008,Manhattan,Kips Bay,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,test_20,1,224.81,211.22,13.59,0.0643,Above model benchmark
701345962006300397,The Ideal XIII • Vibe 8673,https://www.airbnb.com/rooms/701345962006300397,Manhattan,Kips Bay,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,train_80,3,219.7,273.81,-54.11,-0.1976,Below model benchmark
701352651977610667,The Ideal XIV • Vibe 8674,https://www.airbnb.com/rooms/701352651977610667,Manhattan,Kips Bay,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,train_80,2,208.63,242.18,-33.55,-0.1385,Below model benchmark
694405510672672330,MALCOLM 5 - BEAUTIFUL PRIVATE BEDROOM IN BEDSTUY,https://www.airbnb.com/rooms/694405510672672330,Brooklyn,Bedford-Stuyvesant,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,4,52.73,121.53,-68.8,-0.5661,Below model benchmark
694769596180562086,Newly renovated Central Park studio near Columbia,https://www.airbnb.com/rooms/694769596180562086,Manhattan,Upper West Side,Entire home/apt,2,Mid-Multi,Manhattan | Entire home/apt | small,train_80,5,113.2,173.08,-59.88,-0.3459,Below model benchmark
694859987865921785,Modern 2 bed in heart of Nolita. Flexible Dates,https://www.airbnb.com/rooms/694859987865921785,Manhattan,Nolita,Entire home/apt,4,Individual,Manhattan | Entire home/apt | medium,train_80,5,470.42,324.4,146.02,0.4501,Above model benchmark
710330070838976659,High tech studio apartment on the bay,https://www.airbnb.com/rooms/710330070838976659,Brooklyn,Sheepshead Bay,Private room,2,Individual,Brooklyn | Private room | small,train_80,4,247.33,170.33,77.0,0.4521,Above model benchmark
694902191509735869,Lovely Studio in the Epicenter of Williamsburg!,https://www.airbnb.com/rooms/694902191509735869,Brooklyn,Williamsburg,Entire home/apt,3,Individual,Brooklyn | Entire home/apt | medium,train_80,3,153.03,243.56,-90.53,-0.3717,Below model benchmark
695539871397026127,Modern private BR,https://www.airbnb.com/rooms/695539871397026127,Manhattan,Harlem,Private room,2,Mid-Multi,Manhattan | Private room | small,train_80,5,78.46,105.01,-26.55,-0.2528,Below model benchmark
695543239340187444,Amazing private room | New apartment,https://www.airbnb.com/rooms/695543239340187444,Manhattan,Harlem,Private room,2,Mid-Multi,Manhattan | Private room | small,train_80,5,74.77,97.07,-22.3,-0.2297,Below model benchmark
701401510655012752,"New, Modern Apartment in Brooklyn *Hidden Gem*",https://www.airbnb.com/rooms/701401510655012752,Brooklyn,Cypress Hills,Entire home/apt,6,Small-Multi,Brooklyn | Entire home/apt | large,train_80,2,228.63,289.42,-60.79,-0.21,Below model benchmark
701504561702033782,The Beacon • Vibe 8563,https://www.airbnb.com/rooms/701504561702033782,Manhattan,Upper West Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,3,169.9,220.81,-50.91,-0.2306,Below model benchmark
701628011751305103,Your first home,https://www.airbnb.com/rooms/701628011751305103,Queens,East Elmhurst,Private room,1,Small-Multi,Queens | Private room | small,train_80,4,71.2,130.28,-59.08,-0.4535,Below model benchmark
710726635217898143,Bedroom 9,https://www.airbnb.com/rooms/710726635217898143,Brooklyn,Williamsburg,Private room,2,Mid-Multi,Brooklyn | Private room | small,train_80,4,115.11,116.41,-1.3,-0.0112,Below model benchmark
710743600315683032,Exclusive Apartment 613 | Shared Bathroom,https://www.airbnb.com/rooms/710743600315683032,Manhattan,Midtown,Entire home/apt,3,Enterprise,Manhattan | Entire home/apt | medium,train_80,3,295.95,222.83,73.12,0.3282,Above model benchmark
695587837737576376,1597-8 | Luxury STUDIO Upper East Side ~W&D,https://www.airbnb.com/rooms/695587837737576376,Manhattan,Upper East Side,Entire home/apt,3,Enterprise,Manhattan | Entire home/apt | medium,train_80,2,206.27,244.36,-38.09,-0.1559,Below model benchmark
695712819581552031,"Hotel-Style– No Host, Professionally Managed ID230",https://www.airbnb.com/rooms/695712819581552031,Manhattan,Harlem,Private room,2,Mid-Multi,Manhattan | Private room | small,train_80,5,89.5,209.79,-120.29,-0.5734,Below model benchmark
710826296034073493,Sun Filled modern studio in an incredible location,https://www.airbnb.com/rooms/710826296034073493,Manhattan,West Village,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,2,114.67,164.11,-49.44,-0.3013,Below model benchmark
710878298179390241,Private room near major train and JFK airport,https://www.airbnb.com/rooms/710878298179390241,Brooklyn,Cypress Hills,Private room,2,Individual,Brooklyn | Private room | small,train_80,3,148.67,168.76,-20.09,-0.119,Below model benchmark
710890195983972232,Brand New 3 Bedroom 2 Bath with Laundry. Awesome!,https://www.airbnb.com/rooms/710890195983972232,Manhattan,Washington Heights,Entire home/apt,6,Enterprise,Manhattan | Entire home/apt | large,train_80,4,183.14,502.02,-318.88,-0.6352,Below model benchmark
711043549546928169,"Loft-style place Near JFK, LGA, Citi Field!",https://www.airbnb.com/rooms/711043549546928169,Queens,Kew Gardens,Private room,2,Individual,Queens | Private room | small,train_80,3,214.0,133.75,80.25,0.6,Above model benchmark
695755456324715761,Hello Brooklyn! Prvt One Bedroom apartment,https://www.airbnb.com/rooms/695755456324715761,Brooklyn,Bushwick,Entire home/apt,2,Small-Multi,Brooklyn | Entire home/apt | small,test_20,1,295.0,151.02,143.98,0.9534,Above model benchmark
695793844031730151,Luxury 1 Bedroom apt in Crown Heights,https://www.airbnb.com/rooms/695793844031730151,Brooklyn,Crown Heights,Entire home/apt,2,Small-Multi,Brooklyn | Entire home/apt | small,train_80,2,118.75,159.53,-40.78,-0.2556,Below model benchmark
695842144607730490,Lovely 1-bedroom Garden Apartment in the Bronx,https://www.airbnb.com/rooms/695842144607730490,Bronx,Allerton,Entire home/apt,3,Small-Multi,Bronx | Entire home/apt | medium,train_80,2,70.43,141.92,-71.49,-0.5037,Below model benchmark
695923766308374088,Newly renovated 1 bedroom in Central Harlem,https://www.airbnb.com/rooms/695923766308374088,Manhattan,Harlem,Private room,2,Individual,Manhattan | Private room | small,train_80,4,373.67,259.83,113.84,0.4381,Above model benchmark
702015743416166619,Luxury 3 BR condo + balcony w views of Central PK,https://www.airbnb.com/rooms/702015743416166619,Manhattan,Upper West Side,Entire home/apt,6,Individual,Manhattan | Entire home/apt | large,test_20,1,1272.78,583.53,689.25,1.1812,Above model benchmark
702234705476101326,Little giant,https://www.airbnb.com/rooms/702234705476101326,Queens,Woodhaven,Entire home/apt,2,Individual,Queens | Entire home/apt | small,train_80,5,88.5,232.97,-144.47,-0.6201,Below model benchmark
702747529352284354,Apt in Heart of Park Slope,https://www.airbnb.com/rooms/702747529352284354,Brooklyn,Park Slope,Entire home/apt,2,Individual,Brooklyn | Entire home/apt | small,train_80,5,147.5,144.98,2.52,0.0174,Above model benchmark
703673081008153191,"Sunny 2BR Apt in Sunnyside • Easy 7 Train, Midtown",https://www.airbnb.com/rooms/703673081008153191,Queens,Sunnyside,Entire home/apt,4,Enterprise,Queens | Entire home/apt | medium,train_80,3,137.55,158.03,-20.48,-0.1296,Below model benchmark
704187120309184131,Two Twin Beds in a Serene Townhouse Bedroom,https://www.airbnb.com/rooms/704187120309184131,Bronx,Longwood,Private room,2,Small-Multi,Bronx | Private room | small,test_20,1,149.5,108.75,40.75,0.3747,Above model benchmark
696558738505882577,Spacious 1-Bedroom Private Room w/ King Size Bed,https://www.airbnb.com/rooms/696558738505882577,Brooklyn,Brighton Beach,Private room,1,Small-Multi,Brooklyn | Private room | small,train_80,5,102.0,120.04,-18.04,-0.1503,Below model benchmark
696614683123032785,SoHo View Room with Two Beds in Hotel Comfort,https://www.airbnb.com/rooms/696614683123032785,Manhattan,Tribeca,Entire home/apt,3,Mid-Multi,Manhattan | Entire home/apt | medium,train_80,3,178.0,283.38,-105.38,-0.3719,Below model benchmark
711477188594962909,Charming huge guest suite in Williamsburg,https://www.airbnb.com/rooms/711477188594962909,Brooklyn,Williamsburg,Entire home/apt,5,Individual,Brooklyn | Entire home/apt | large,train_80,4,388.0,447.34,-59.34,-0.1327,Below model benchmark
711618013443325651,Quiet private bedroom with garden balcony,https://www.airbnb.com/rooms/711618013443325651,Manhattan,Lower East Side,Private room,1,Individual,Manhattan | Private room | small,test_20,1,143.0,235.66,-92.66,-0.3932,Below model benchmark
711637483502170664,433 West 53rd Cozy 1 Bedroom 1 Bathroom,https://www.airbnb.com/rooms/711637483502170664,Manhattan,Hell's Kitchen,Entire home/apt,3,Enterprise,Manhattan | Entire home/apt | medium,train_80,2,193.6,234.28,-40.68,-0.1736,Below model benchmark
711820084444046096,1-Bedroom Private Room with Queen Size Bed,https://www.airbnb.com/rooms/711820084444046096,Brooklyn,Brighton Beach,Private room,1,Small-Multi,Brooklyn | Private room | small,train_80,2,113.0,108.27,4.73,0.0437,Above model benchmark
712211225378154664,Enjoy New York City!,https://www.airbnb.com/rooms/712211225378154664,Manhattan,Washington Heights,Private room,1,Individual,Manhattan | Private room | small,train_80,2,77.43,203.8,-126.37,-0.6201,Below model benchmark
696616459846609727,SoHo Deluxe Double Deck Room in Hotel Comfort,https://www.airbnb.com/rooms/696616459846609727,Manhattan,Chinatown,Entire home/apt,5,Mid-Multi,Manhattan | Entire home/apt | large,train_80,4,188.0,379.56,-191.56,-0.5047,Below model benchmark
696620581974515556,Grounding Circle Stay - Hotel Room Soho,https://www.airbnb.com/rooms/696620581974515556,Manhattan,Tribeca,Private room,2,Mid-Multi,Manhattan | Private room | small,train_80,4,206.0,218.63,-12.63,-0.0578,Below model benchmark
696623677328852773,Serene Urban Escape - Steps from Soho & Subway,https://www.airbnb.com/rooms/696623677328852773,Manhattan,Chinatown,Private room,5,Mid-Multi,Manhattan | Private room | large,train_80,4,138.0,340.35,-202.35,-0.5945,Below model benchmark
696811607506823150,Spacious furnished 2BR in the UES (MIN 30 DAYS),https://www.airbnb.com/rooms/696811607506823150,Manhattan,Upper East Side,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,train_80,4,208.17,255.13,-46.96,-0.1841,Below model benchmark
704255897463350082,Lovely In-law suite apt /small terrace,https://www.airbnb.com/rooms/704255897463350082,Bronx,Throgs Neck,Entire home/apt,2,Individual,Bronx | Entire home/apt | small,train_80,2,112.97,158.86,-45.89,-0.2889,Below model benchmark
704509709325061320,Cozy Spacious Home Away from Home 2,https://www.airbnb.com/rooms/704509709325061320,Staten Island,St. George,Private room,4,Small-Multi,Staten Island | Private room | medium,train_80,3,239.65,155.06,84.59,0.5456,Above model benchmark
704925015465957888,2 Home away from Home,https://www.airbnb.com/rooms/704925015465957888,Queens,East Elmhurst,Private room,1,Small-Multi,Queens | Private room | small,train_80,3,136.37,69.68,66.69,0.957,Above model benchmark
704960933715417604,1 Home away from Home,https://www.airbnb.com/rooms/704960933715417604,Queens,East Elmhurst,Private room,2,Small-Multi,Queens | Private room | small,train_80,4,136.37,93.49,42.88,0.4586,Above model benchmark
705004710308579542,Home Away From Home in Park Slope - Private Patio,https://www.airbnb.com/rooms/705004710308579542,Brooklyn,South Slope,Entire home/apt,6,Individual,Brooklyn | Entire home/apt | large,train_80,2,4622.0,389.32,4232.68,10.872,Above model benchmark
705090791379955493,4R .quiet.     brick wall. Great loc.  15  m nyc,https://www.airbnb.com/rooms/705090791379955493,Brooklyn,Fort Greene,Private room,2,Small-Multi,Brooklyn | Private room | small,train_80,5,86.65,135.56,-48.91,-0.3608,Below model benchmark
705098036070886749,Lovely Private Room: Best Location in New York,https://www.airbnb.com/rooms/705098036070886749,Manhattan,Hell's Kitchen,Private room,1,Individual,Manhattan | Private room | small,test_20,1,102.97,234.4,-131.43,-0.5607,Below model benchmark
705164127784347385,Lovely 2 Bedrm 2 Bathrm in Brighton Beach  NY,https://www.airbnb.com/rooms/705164127784347385,Brooklyn,Brighton Beach,Entire home/apt,4,Individual,Brooklyn | Entire home/apt | medium,train_80,2,193.5,283.12,-89.62,-0.3166,Below model benchmark
705320706869030009,"Charming, Quiet 1 Bedroom Apt: Gramercy *Top Area*",https://www.airbnb.com/rooms/705320706869030009,Manhattan,Kips Bay,Entire home/apt,2,Small-Multi,Manhattan | Entire home/apt | small,train_80,2,89.64,191.5,-101.86,-0.5319,Below model benchmark
705356389953069023,Best Deal & Quality in East Village Manh 30% Off,https://www.airbnb.com/rooms/705356389953069023,Manhattan,Lower East Side,Entire home/apt,2,Small-Multi,Manhattan | Entire home/apt | small,train_80,5,129.8,159.2,-29.4,-0.1847,Below model benchmark
705389873738014950,Gorgeous 2 bedroom Haven in New York,https://www.airbnb.com/rooms/705389873738014950,Brooklyn,East New York,Private room,2,Individual,Brooklyn | Private room | small,train_80,3,253.0,183.67,69.33,0.3775,Above model benchmark
